"","book_id","literariness_read","author","title","genre","avg_sentence_length","sentence_length_variance"
"200",200,6.0531561461794,"Voskuil, J.J.","De buurman","Fiction",10.5215,8.1821
"201",201,5.44604316546763,"Avallone, Silvia","Staal","Fiction",11.8483,8.1868
"202",202,3.70689655172414,"Baldacci, David","De rechtvaardigen","Suspense",11.5013,7.8398
"203",203,5.55841584158416,"Ammaniti, Niccolò","Zo God het wil","Fiction",11.3907,9.0699
"204",204,4,"Lapidus, Jens","Val dood","Suspense",8.2902,5.8875
"205",205,4.12980769230769,"Tex, Charles den","Spijt","Suspense",12.1196,8.3282
"206",206,4.15767634854772,"Evans, Nicholas","De vergeving","Fiction",14.7105,10.1226
"207",207,3.92805755395683,"Gerritsen, Tess","Het aandenken","Suspense",12.1602,8.2267
"208",208,3.71586715867159,"Noort, Saskia","Afgunst","Suspense",9.6353,6.8462
"209",209,4.22651933701657,"Dijkzeul, Lieneke","Gouden bergen","Suspense",11.9684,9.046
"210",210,3.7511961722488,"Forsyth, Frederick","De cobra","Suspense",14.5455,8.9513
"211",211,3.73799126637555,"James, Erica","Schaduwleven","Romantic",12.3153,8.6152
"212",212,6.16851168511685,"Japin, Arthur","De overgave","Fiction",15.308,11.3345
"213",213,3.5364238410596,"Bezaz, Naima El","Vinexvrouwen","Fiction",10.3545,6.9166
"214",214,3.71100917431193,"Hollander, Loes den","Naaktportret","Suspense",10.6095,6.574
"215",215,6.20282413350449,"Wieringa, Tommy","Caesarion","Fiction",11.099,8.2048
"216",216,3.83333333333333,"Cornwell, Patricia","Rood waas","Suspense",15.74,11.1668
"217",217,6.1640625,"Rosenboom, Thomas","Mechanica","Fiction",18.5324,14.4834
"218",218,4.20987654320988,"Adler-Olsen, Jussi","Het Washingtondecreet","Suspense",14.6699,10.0501
"219",219,5.32768361581921,"Ammaniti, Niccolò","Laat het feest beginnen","Fiction",11.1098,8.4198
"220",220,2.97560975609756,"Wageningen, Gerda van","In de schemering","Other",14.2159,10.1269
"221",221,5.89722675367047,"Moor, Margriet de","De schilder en het meisje","Fiction",15.9127,12.103
"222",222,2.83969465648855,"Baantjer, Appie / Waal, Simon de","Een rat in de val","Suspense",11.0034,7.3874
"223",223,3.87423312883436,"Hayder, Mo","Diep","Suspense",11.0914,8.2872
"224",224,5.37158469945355,"Duenas, Maria","Het geluid van de nacht","Fiction",15.7783,11.255
"225",225,4,"Berg, Greetje van den","Ergens achteraan","Other",12.0895,7.444
"226",226,3.84699453551913,"Hollander, Loes den","Uitglijder","Suspense",10.4164,6.335
"227",227,4.52912621359223,"Gerrard, Nicci","Het weerzien","Fiction",13.0946,10.0613
"228",228,2.62946428571429,"Kinsella, Sophie","Wat spook jij uit?","Romantic",9.4332,6.9666
"229",229,6.60246913580247,"Mortier, Erwin","Godenslaap","Fiction",19.4653,16.9579
"230",230,4.75221238938053,"Mankell, Henning","De Chinees","Suspense",12.36,7.605
"231",231,3.40714285714286,"Roberts, Nora","Eerbetoon","Romantic",11.4781,8.0112
"232",232,5.17041800643087,"Falcones, Ildefonso","De hand van Fatima","Fiction",16.3399,12.1109
"233",233,4.2686230248307,"Meyer, Deon","13 uur","Suspense",12.0108,9.2393
"234",234,5.32162661737523,"Hill, Lawrence","Het negerboek","Fiction",12.9995,8.6741
"235",235,4.91590909090909,"Mankell, Henning","De geschiedenis van een gevallen engel","Fiction",12.6579,7.6256
"236",236,5.08571428571429,"Jansen, Suzanna","De pronkspiegel","Other",12.3286,7.1835
"237",237,2.9,"Wisse, Clemens","De jonge boerin van Madezicht","Other",15.9256,9.5985
"238",238,4.17989417989418,"Cronin, Justin","De oversteek","Fiction",12.1154,9.2935
"239",239,6.37276478679505,"Lanoye, Tom","Sprakeloos","Fiction",14.3443,13.3053
"240",240,6.16521739130435,"Rosenboom, Thomas","Zoete mond","Fiction",18.9832,15.6898
"241",241,5.12987012987013,"Sansom, Christopher John","Winter in Madrid","Suspense",11.2264,7.2461
"242",242,6.15768725361367,"Franzen, Jonathan","De correcties","Fiction",16.121,14.0543
"243",243,3.28571428571429,"Burgers-Drost, Julia","Tussen hart en verstand","Other",8.9405,5.4622
"244",244,4.58757062146893,"Blake, Sarah","De laatste brief","Fiction",13.3534,10.4542
"245",245,2.88111888111888,"Baantjer, Appie / Waal, Simon de","Een schot in de roos","Suspense",9.5293,6.4298
"246",246,4.71319796954315,"Blum, Jenna","In tweestrijd","Fiction",11.8012,8.914
"247",247,3.70229007633588,"Patterson, James / Marklund, Liza","Partnerruil","Suspense",11.9939,7.4904
"248",248,3.05970149253731,"Smeets, Mart","De afrekening","Fiction",14.1887,9.8696
"249",249,3.84905660377358,"Austin, Lynn","Eindelijk thuis","Fiction",12.5435,7.9236
"250",250,3.92125984251969,"Hollander, Loes den","Het scherventapijt","Fiction",10.7442,6.6693
"251",251,5.61302681992337,"Ammaniti, Niccolò","Jij en ik","Fiction",10.3341,7.9857
"252",252,3.98260869565217,"Jackson, Lisa","De zevende doodzonde","Suspense",13.411,10.0898
"253",253,6.30542452830189,"Murakami, Haruki","Norwegian Wood","Fiction",12.5629,8.0394
"254",254,5.88317757009346,"Irving, John","In een mens","Fiction",15.5555,10.5479
"255",255,3.46666666666667,"Kingsbury, Karen","Nooit te laat","Fiction",12.5619,8.4935
"256",256,5.86245353159851,"Hart, Maarten 't","Verlovingstijd","Fiction",14.254,11.4009
"257",257,5.52083333333333,"Voskuijl, Anouschka","Dorp","Suspense",12.8463,8.8103
"258",258,4.08839779005525,"Baldacci, David","Die zomer","Fiction",10.4513,7.0273
"259",259,4.09090909090909,"Dijkzeul, Lieneke","Koude lente","Suspense",12.5137,9.301
"260",260,3.5375,"Patterson, James / Ledwige, Michael","Hitte","Suspense",12.0663,8.3746
"261",261,2.82857142857143,"Luiten, Hetty","Je blijft altijd welkom","Other",10.4282,7.349
"262",262,3.89513108614232,"Coben, Harlan","Levenslijn","Suspense",11.5161,8.5538
"263",263,3.37074829931973,"Montefiore, Santa","In de schaduw van het Palazzo","Romantic",12.199,8.2748
"264",264,6.26462765957447,"Enter, Stephan","Grip","Fiction",16.3422,12.889
"265",265,4.26813880126183,"Nesbø, Jo","Het pantserhart","Suspense",11.9496,9.0636
"266",266,4.22397476340694,"Dijkzeul, Lieneke","Verloren zoon","Suspense",11.1932,8.2273
"267",267,3.5,"Kingsbury, Karen","Laatste dans","Fiction",12.0885,8.4956
"268",268,3.86602870813397,"Hollander, Loes den","Glansrol","Suspense",10.5025,6.5495
"269",269,2.45283018867925,"Weisberger, Lauren","Chanel Chic","Romantic",14.467,11.5835
"270",270,6.0379746835443,"Wieringa, Tommy","Portret van een heer","Other",14.616,9.9834
"271",271,3.09090909090909,"Smeets, Mart","Een koud kunstje","Other",13.1931,9.2411
"272",272,2.56,"Fforde, Katie","Trouwplannen","Romantic",12.2622,8.6392
"273",273,5.6286231884058,"Yalom, Irvin D.","Het raadsel spinoza","Fiction",15.3024,11.3643
"274",274,5.01680672268908,"Meer, Vonne van der","Het zingen, het water, de peen","Fiction",14.327,9.6563
"275",275,5.40503672612802,"Hosseini, Khaled","Duizend schitterende zonnen","Fiction",12.6604,9.3103
"276",276,3.656,"Smith, Wilbur","Op volle zee","Suspense",12.7461,8.4743
"277",277,2.83333333333333,"Middelbeek, Mariette","Turbulentie","Romantic",10.6423,7.2998
"278",278,4.21192052980132,"Rendell, Ruth","De dief - Kattenkruid!","Suspense",10.5333,6.4047
"279",279,4.02180685358255,"Vlugt, Simone van der","Het laatste offer","Suspense",13.5282,7.9465
"280",280,5.3640350877193,"Cleave, Chris","Kleine Bij","Fiction",11.3977,8.4477
"281",281,3.72861356932153,"Gerritsen, Tess","De Mefisto Club","Suspense",10.9451,7.3187
"282",282,3.85590778097983,"Läckberg, Camilla","IJsprinses","Suspense",13.9077,8.5837
"283",283,5.75268817204301,"Winter, Leon de","Recht op terugkeer","Fiction",12.7542,10.7465
"284",284,3.22545454545455,"Child, Lee","61 Uur","Suspense",10.4714,8.3718
"285",285,3.85283018867925,"Hayder, Mo","Rot","Suspense",11.3487,8.5362
"286",286,4.125,"King, Stephen","Gevangen","Suspense",11.6829,8.6102
"287",287,3.84347826086957,"Casey, Jane","Spoorloos","Suspense",12.7108,8.8164
"288",288,4.71267605633803,"Fragoso, Margaux","Tijger, tijger","Fiction",12.9622,8.8109
"289",289,3.99038461538462,"Slaughter, Karin","Onaantastbaar","Suspense",12.9016,8.6099
"290",290,3.52631578947368,"McNab, Andy","Oorlogswond","Suspense",11.4064,7.2593
"291",291,3.2620320855615,"Rijn, Linda van","Blue Curacao","Suspense",10.0086,6.8794
"292",292,4.51409978308026,"Indriðason, Arnaldur","Doodskap","Suspense",12.4569,7.9974
"293",293,3.75280898876404,"Moelands, Kim","Weerloos","Suspense",10.2764,6.4006
"294",294,4.00980392156863,"King, Stephen","Eenmalige zonde","Other",10.9226,7.801
"295",295,4.20942408376963,"Lehane, Dennis","Gone Baby Gone","Suspense",13.4414,10.8465
"296",296,6.40960451977401,"Houellebecq, Michel","De kaart en het gebied","Fiction",18.6481,13.8579
"297",297,5.41666666666667,"Marlantes, Karl","Matterhorn","Fiction",12.0204,8.5318
"298",298,2.36741214057508,"Kinsella, Sophie","Shopaholic & Baby","Romantic",9.5261,7.0671
"299",299,5.82238010657194,"Verhulst, Dimitri","De laatste liefde van mijn moeder","Fiction",16.5062,12.795
"300",300,5.81196581196581,"Siebelink, Jan","Oscar","Fiction",11.0254,7.7384
"301",301,4.27272727272727,"Tex, Charles den","Wachtwoord","Suspense",10.0007,6.9
"302",302,6.18867924528302,"Bakker, Gerbrand","De omweg","Fiction",11.952,8.3779
"303",303,4.11721611721612,"Appel, René","Van twee kanten","Suspense",11.0166,7.4758
"304",304,4.64705882352941,"Giphart, Ronald","Zeven jaar goede seks","Fiction",14.5446,12.8555
"305",305,3.68367346938776,"Visser, Judith","Stuk","Suspense",12.7089,8.8282
"306",306,2.68686868686869,"Proper, Emile / Eynden, Sabine van den","Gooische vrouwen","Romantic",10.6807,7.6976
"307",307,4.5448275862069,"Indriðason, Arnaldur","Onderstroom","Suspense",12.8599,8.4799
"308",308,3.37209302325581,"Cussler, Clive / Cussler, Dirk","Duivelsadem","Suspense",18.5292,10.1599
"309",309,6.54086956521739,"Mortier, Erwin","Gestameld liedboek","Fiction",13.9075,10.103
"310",310,3.13513513513514,"Weiner, Jennifer","Sommige meisjes","Romantic",13.5245,11.3296
"311",311,3.78756476683938,"Worthy, James","James Worthy","Fiction",11.4959,7.7836
"312",312,4.14018691588785,"Slaughter, Karin","Versplinterd","Suspense",12.8243,8.6652
"313",313,5.95305164319249,"Springer, F.","Quadriga","Fiction",15.05,11.8057
"314",314,6.125,"Grunberg, Arnon","Selmonosky's droom","Fiction",14.6221,10.9404
"315",315,3.97260273972603,"Pauw, Marion","Daglicht","Suspense",10.2738,6.817
"316",316,2.92086330935252,"Baantjer, Appie / Waal, Simon de","Een mes in de rug","Suspense",10.0079,6.7748
"317",317,2.94039735099338,"Wickham, Madeleine","Zoete tranen","Romantic",10.9886,7.8732
"318",318,4.12616822429907,"Rosenfeldt, Hjorth","Wat verborgen is","Suspense",10.7411,7.8933
"319",319,5.34892787524366,"Meer, Vonne van der","De vrouw met de sleutel","Fiction",12.3634,7.834
"320",320,3.68181818181818,"Pauw, Marion","Villa Serena","Suspense",9.6053,6.2086
"321",321,5.33060556464812,"Campert, Remco","Dagboek van een poes","Fiction",12.1812,6.9802
"322",322,5.97597597597598,"Dewulf, Bernard","Kleine dagen","Fiction",8.4294,5.708
"323",323,6.61642156862745,"Barnes, Julian","Alsof het voorbij is","Fiction",13.8096,9.5012
"324",324,2.98214285714286,"Wickham, Madeleine","Het zwemfeestje","Romantic",12.0492,9.2087
"325",325,3.53691275167785,"James, Erica","De kleine dingen","Romantic",12.244,8.5686
"326",326,4.3125,"Trussoni, Danielle","Het uur van de engelen","Suspense",15.9417,9.7957
"327",327,3.72619047619048,"Hayder, Mo","Huid","Suspense",11.054,8.2947
"328",328,4.40983606557377,"Gudenkauf, Heather","In stilte gehuld","Suspense",12.1934,7.7324
"329",329,4.06801007556675,"Läckberg, Camilla","Steenhouwer","Suspense",14.0669,9.0398
"330",330,3.61818181818182,"Cussler, Clive","Medusa","Suspense",14.9169,9.2425
"331",331,4.56774193548387,"Follett, Ken","Val der titanen","Fiction",12.4356,8.2271
"332",332,4.22751322751323,"Pauw, Marion","Zondaarskind","Suspense",9.4125,6.6872
"333",333,3.26,"Groningen, Merel van","Misleid","Other",10.6532,6.1995
"334",334,3.36170212765957,"Royen, Heleen van","Sabine","Fiction",8.3333,5.8991
"335",335,4.20626631853786,"Lindell, Unni","Honingval","Suspense",11.2816,7.1086
"336",336,6.0325,"Japin, Arthur","Dooi","Fiction",8.777,6.068
"337",337,3.85185185185185,"Coben, Harlan","Verloren","Suspense",10.7517,7.9023
"338",338,5.00214132762313,"Mankell, Henning","De Daisy Sisters","Fiction",13.4034,9.166
"339",339,3.12144702842377,"Sambeek, Ciel van","Koninginnenrit","Fiction",11.5702,7.0695
"340",340,3.73509933774834,"McFadyen, Cody","Tijd om te sterven","Suspense",11.3958,7.9779
"341",341,5.67375886524823,"Loo, Tessa de","De grote moeder","Fiction",13.743,9.3904
"342",342,3.84848484848485,"Pauw, Marion","Drift","Suspense",9.6771,6.0433
"343",343,3.53358208955224,"Child, Lee","De affaire","Suspense",10.5729,8.5635
"344",344,4.60992907801418,"Theorin, Johan","Schemeruur","Suspense",12.5146,8.6934
"345",345,3.74829931972789,"Rose, Karen","Moord voor mij","Suspense",9.9977,7.3827
"346",346,4.96907216494845,"Scholten, Jaap","Kameraad Baron","Fiction",14.6629,9.4088
"347",347,3.49090909090909,"Barr, Emily","Klasgenoten","Fiction",11.5611,8.1953
"348",348,5.04,"Carré, John le","Ons soort verrader","Suspense",13.9878,12.8016
"349",349,3.76595744680851,"Baldacci, David","Geniaal geheim","Suspense",13.8383,9.8941
"350",350,3.58163265306122,"Cussler, Clive / Cussler, Dirk","Wassende maan","Suspense",17.0682,9.6905
"351",351,3.5,"McNab, Andy","Onbreekbare eenheid","Suspense",12.0495,7.5302
"352",352,2.95959595959596,"Steel, Danielle","De weg van het hart","Romantic",13.9135,8.0626
"353",353,4,"Newman, Ruth","Vleugels","Suspense",12.8767,9.3501
"354",354,4.55399061032864,"Vuijsje, Robert","Alleen maar foute mensen","Other",10.1993,8.1132
"355",355,3.63888888888889,"Patterson, James","De affaire","Suspense",11.8344,7.9928
"356",356,5.49397590361446,"Dorrestein, Renate","De zondagmiddagauto","Fiction",13.6936,8.5075
"357",357,4.1796875,"Stevens, Chevy","Vermist","Suspense",13.8769,9.6124
"358",358,3.60759493670886,"Ludlum, Robert / Mills, Kyle","Het Ares akkoord","Suspense",15.3324,10.1456
"359",359,4.97080291970803,"Pick, Alison","Donderdagskind","Fiction",11.4064,7.4834
"360",360,4.11149825783972,"Robotham, Michael","Gebroken","Suspense",10.7569,7.5519
"361",361,3.86390532544379,"Gerritsen, Tess","Koud hart","Suspense",12.2667,8.4191
"362",362,3.67428571428571,"Verhoef, Esther","Close-up","Suspense",11.1747,7.8336
"363",363,3.31417624521073,"Child, Lee","Tegenspel","Suspense",11.5244,9.935
"364",364,6.24557956777996,"Bernlef, J.","Geleende levens","Fiction",12.2831,7.8481
"365",365,5.27345309381238,"Boyne, John","Het winterpaleis","Fiction",15.2126,11.5626
"366",366,5.09859154929577,"Galen, Alex van","Süskind","Fiction",10.6431,6.1973
"367",367,4.16842105263158,"Koryta, Michael","Begraven","Suspense",13.2061,9.2921
"368",368,4.56410256410256,"Macdowell, Heather / Macdowell, Rose","Diner voor 2","Romantic",12.7516,9.159
"369",369,5.57904411764706,"Brokken, Jan","Baltische zielen","Other",14.0699,8.6533
"370",370,3.92957746478873,"Janssen, Roel","De tiende vrouw","Suspense",10.9789,7.0907
"371",371,4.13659793814433,"French, Nicci","Tot het voorbij is","Suspense",12.4114,9.1837
"372",372,6.09291338582677,"Brijs, Stefan","Post voor mevrouw Bromley","Fiction",12.5605,9.1762
"373",373,2.90972222222222,"Kelly, Cathy","Eens in je leven","Romantic",13.2095,9.2004
"374",374,5.48529411764706,"Ammaniti, Niccolò","Het laatste oudejaar van de mensheid","Fiction",9.0083,7.2906
"375",375,3.84320557491289,"Terlouw, Jan / Terlouw, Sanne","Hellehonden","Suspense",11.8762,8.5567
"376",376,3.87619047619048,"Baldacci, David","Niets dan de waarheid","Suspense",14.1148,10.2594
"377",377,6.08947368421053,"Thomése, P.F.","De weldoener","Fiction",12.8133,9.2684
"378",378,2.82857142857143,"Gastel, Chantal van","Geknipt voor jou","Romantic",10.0548,8.0638
"379",379,2.87903225806452,"Wickham, Madeleine","De vraagprijs","Romantic",12.2051,9.0689
"380",380,4.20754716981132,"Lavender, Will","Het verborgen raadsel","Suspense",11.6263,8.2715
"381",381,6.18568994889267,"Murakami, Haruki","1q84","Fiction",12.2453,7.897
"382",382,4.82795698924731,"Mankell, Henning","Kennedy's brein","Suspense",11.3685,6.9391
"383",383,5.9896694214876,"Krauss, Nicole","Het grote huis","Fiction",18.0435,15.4043
"384",384,3.33649289099526,"Mosby, Steve","50/50 Moorden","Suspense",12.9192,8.614
"385",385,2.70285714285714,"Gastel, Chantal van","Zwaar verliefd!","Romantic",10.218,6.532
"386",386,3.72093023255814,"Folsom, Allan","Dag van ontmaskering","Suspense",12.878,9.3481
"387",387,3.875,"Fielding, Joy","Roerloos","Fiction",11.8778,9.3432
"388",388,2.94285714285714,"Bushnell, Candace","1 Fifth Avenue","Romantic",12.88,9.4318
"389",389,2.96808510638298,"Steel, Danielle","Door dik en dun","Romantic",14.358,7.876
"390",390,4.23076923076923,"Brown, Janelle","Alles wat wij wilden was alles","Fiction",14.633,11.3518
"391",391,4.3342939481268,"Appel, René","Weerzin","Suspense",11.3908,7.8019
"392",392,6.1419624217119,"Bernlef, J.","De een zijn dood","Fiction",11.3711,7.476
"393",393,4.3695652173913,"Sundstøl, Vidar","Land van dromen","Suspense",12.7141,8.6871
"394",394,4.03543307086614,"Coben, Harlan","Blijf dichtbij","Suspense",10.7936,7.5949
"395",395,3.45454545454545,"Neill, Fiona","Vriendschap, liefde en andere stommiteiten","Romantic",17.3183,11.7156
"396",396,3.57777777777778,"Clancy, Tom","In het vizier","Suspense",15.3193,10.5179
"397",397,5.4487895716946,"Donoghue, Emma","Kamer","Fiction",11.9469,8.7345
"398",398,3.89130434782609,"Haynes, Elizabeth","Waarheen je ook vlucht","Suspense",11.6976,8.6968
"399",399,3.71276595744681,"Cussler, Clive / Brul, Jack Du","Dodenschip","Suspense",14.4775,8.4216
"400",400,4.38020833333333,"Nesbo, Jo","De verlosser","Suspense",12.0687,9.0337
"401",401,4.06301369863014,"French, Nicci","Wat te doen als iemand sterft","Suspense",13.4346,10.0747
